Date,Open_dia,High_dia,Low_dia,Close_dia,Adj Close_dia,Volume_dia,Target
2013-01-02,132.990005,133.860001,132.889999,133.770004,113.26473200000001,9636300,0.02413582440173645
2013-01-03,133.639999,134.050003,133.309998,133.630005,113.14623300000001,8665200,-0.0010467603529713543
2013-01-04,133.699997,134.199997,133.490005,134.059998,113.5103,4759300,0.0032125022674964754
2013-01-07,133.690002,133.729996,133.16000400000001,133.509995,113.044647,6119700,-0.00411073482957125
2013-01-08,133.320007,133.5,132.740005,133.059998,112.66356699999999,4269800,-0.003376752271000427
2013-01-09,133.399994,133.979996,133.399994,133.71000700000002,113.213974,3898000,0.004873508777897939
2013-01-10,134.199997,134.580002,133.630005,134.53999299999998,113.916702,6004300,0.006187893724122873
2013-01-11,134.46000700000002,134.800003,134.21000700000002,134.720001,114.06916000000001,4508000,0.00133743400918096
2013-01-14,134.66000400000001,135.0,134.399994,134.889999,114.213043,4298000,0.0012605714958242586
2013-01-15,134.28999299999998,135.259995,134.240005,135.080002,114.373947,2966100,0.0014078143867699566
2013-01-16,134.619995,135.050003,134.53999299999998,134.889999,114.213043,3197800,-0.0014078143867699566
2013-01-17,135.369995,136.190002,135.229996,135.830002,115.00901,6227500,0.006944970511148618
2013-01-18,135.809998,136.16000400000001,135.419998,136.08999599999999,115.35224199999999,4922500,0.002979947808186445
2013-01-22,136.130005,136.770004,135.919998,136.740005,115.903221,4544900,0.004765120230354469
2013-01-23,137.190002,137.630005,137.139999,137.46000700000002,116.51355,6397800,0.005252034096415059
2013-01-24,137.58999599999999,138.490005,137.570007,138.020004,116.98818200000001,6288000,0.004065345893778272
2013-01-25,138.389999,138.630005,138.03999299999998,138.619995,117.496719,4461000,0.004337488641052545
2013-01-28,138.850006,138.880005,138.300003,138.649994,117.52213300000001,3167700,0.0002162720129277318
2013-01-29,138.440002,139.380005,138.440002,139.229996,118.013802,3946700,0.004174901924337782
2013-01-30,139.229996,139.369995,138.669998,138.759995,117.615425,5496100,-0.003381391898217956
