Date,Open_qqq,High_qqq,Low_qqq,Close_qqq,Adj Close_qqq,Volume_qqq,prev_adj_Close_qqq,Target
2014-04-24,88.190002,88.209999,86.650002,87.589996,82.67466,48926300,81.891243,0.009521084305318617
2014-04-25,87.07,87.16999799999999,85.980003,86.190002,81.35323299999999,44334000,82.67466,-0.01611257163920321
2014-04-28,86.599998,87.110001,85.110001,86.470001,81.617508,58623800,81.35323299999999,0.0032432230476020507
2014-04-29,86.730003,87.32,86.309998,87.160004,82.268784,36742700,81.617508,0.007947942692004162
2014-04-30,86.760002,87.480003,86.540001,87.389999,82.48586999999999,38689400,82.268784,0.002635265473371007
2014-05-01,87.529999,88.150002,87.309998,87.650002,82.7313,37127200,82.48586999999999,0.002971000901795584
2014-05-02,87.949997,88.110001,87.279999,87.489998,82.580276,40074200,82.7313,-0.0018271441803392463
2014-05-05,86.970001,87.970001,86.760002,87.949997,83.01445,27924400,82.580276,0.005243826363153126
2014-05-06,87.809998,87.860001,86.769997,86.809998,81.938446,33698500,83.01445,-0.01304638218665044
2014-05-07,86.989998,87.08000200000001,85.529999,86.559998,81.702469,67489100,81.938446,-0.002884085114902568
2014-05-08,86.25,87.529999,86.050003,86.480003,81.626968,46556900,81.702469,-0.0009245241612854116
2014-05-09,86.43,86.860001,85.849998,86.800003,81.929016,35081500,81.626968,0.0036935162626603457
2014-05-12,87.32,88.260002,87.239998,88.230003,83.278748,38951100,81.929016,0.016340176743244506
2014-05-13,88.309998,88.610001,88.120003,88.290001,83.335388,30311900,83.278748,0.0006798943179928685
2014-05-14,88.019997,88.349998,87.620003,87.83000200000001,82.90119200000001,26483600,83.335388,-0.0052238440827050425
2014-05-15,87.809998,87.959999,86.58000200000001,87.139999,82.249931,59680300,82.90119200000001,-0.007886890068123265
2014-05-16,87.239998,87.760002,86.639999,87.709999,82.787933,66804100,82.249931,0.006519763316257254
2014-05-19,87.449997,88.459999,87.300003,88.32,83.36369300000001,32017000,82.787933,0.006930564791565175
2014-05-20,88.279999,88.599998,87.639999,88.0,83.06166800000001,33716000,83.36369300000001,-0.003629558977678471
2014-05-21,88.160004,88.889999,88.110001,88.839996,83.8545,36837700,83.06166800000001,0.009499834222653547
2014-05-22,88.940002,89.480003,88.800003,89.230003,84.22264100000001,30617100,83.8545,0.004380626497153095
2014-05-23,89.32,89.900002,89.120003,89.879997,84.836143,22687300,84.22264100000001,0.007257886027542071
2014-05-27,90.279999,91.019997,90.199997,91.0,85.89331800000001,29725200,84.836143,0.012384371221981993
2014-05-28,90.970001,91.099998,90.650002,90.720001,85.629028,30468100,85.89331800000001,-0.003081700027129486
2014-05-29,91.040001,91.309998,90.860001,91.300003,86.176468,33036100,85.629028,0.006372809549121783
2014-05-30,91.32,91.449997,90.83000200000001,91.309998,86.185913,29906400,86.176468,0.0001095946801692449
2014-06-02,91.41999799999999,91.440002,90.639999,91.220001,86.100945,30409900,86.185913,-0.0009863550577806635
2014-06-03,90.91999799999999,91.33000200000001,90.800003,91.18,86.063202,21774500,86.100945,-0.0004384536648585069
2014-06-04,90.949997,91.66999799999999,90.809998,91.519997,86.384132,20118300,86.063202,0.003722068217164143
2014-06-05,91.599998,92.459999,91.290001,92.290001,87.110939,35583100,86.384132,0.008378465711414762
2014-06-06,92.629997,92.82,92.449997,92.82,87.611145,22680600,87.110939,0.005725748630267979
2014-06-09,92.839996,92.980003,92.5,92.75,87.545105,23399500,87.611145,-0.000754069616462516
2014-06-10,92.66999799999999,92.959999,92.559998,92.910004,87.69612099999999,20626000,87.545105,0.0017235218085387416
2014-06-11,92.589996,93.019997,92.5,92.889999,87.677246,22878200,87.69612099999999,-0.00021525503439612237
2014-06-12,92.690002,92.790001,91.730003,92.050003,86.884399,35275900,87.677246,-0.009083925073972487
2014-06-13,92.449997,92.550003,91.91999799999999,92.32,87.13924399999999,39447100,86.884399,0.002928856996470941
2014-06-16,92.160004,92.66999799999999,91.959999,92.400002,87.214745,25212300,87.13924399999999,0.0008660656994692317
2014-06-17,92.33000200000001,92.699997,92.18,92.449997,87.261925,19977900,87.214745,0.0005408173041123732
2014-06-18,92.540001,93.099998,91.980003,92.970001,87.752747,34514000,87.261925,0.005608938738335567
2014-06-19,93.110001,93.16999799999999,92.489998,92.910004,87.69612099999999,38422200,87.752747,-0.0006454986300195031
2014-06-20,92.699997,92.870003,92.529999,92.769997,87.79927099999999,25897500,87.69612099999999,0.0011755295760513818
2014-06-23,92.760002,92.82,92.510002,92.790001,87.818207,20837900,87.79927099999999,0.00021565051826311077
2014-06-24,92.779999,93.57,92.43,92.699997,87.733002,31945800,87.818207,-0.00097071398341253
2014-06-25,92.489998,93.449997,92.480003,93.290001,88.291412,32818600,87.733002,0.006344709356592482
2014-06-26,93.349998,93.360001,92.620003,93.339996,88.338722,22563900,88.291412,0.0005356956942739188
2014-06-27,93.220001,93.769997,93.190002,93.75,88.726768,22877800,88.338722,0.004383085842909473
2014-06-30,93.730003,94.139999,93.66999799999999,93.910004,88.878204,19751900,88.726768,0.001705313032555722
2014-07-01,94.239998,95.190002,94.199997,94.940002,89.853004,31862500,88.878204,0.010908108064451305
2014-07-02,95.0,95.239998,94.910004,95.099998,90.00441,18777300,89.853004,0.0016836229588452767
2014-07-03,95.410004,95.699997,95.150002,95.699997,90.572273,15291700,90.00441,0.006289459552494492
2014-07-07,95.589996,95.709999,95.230003,95.410004,90.297813,23266400,90.572273,-0.003034887821753429
2014-07-08,95.230003,95.300003,93.870003,94.260002,89.20945,40612400,90.297813,-0.012126265181971796
2014-07-09,94.510002,95.07,94.239998,94.959999,89.871933,29919000,89.20945,0.007398714606507539
2014-07-10,93.739998,95.050003,93.629997,94.660004,89.58799,44245300,89.871933,-0.003164419466955337
2014-07-11,94.900002,95.269997,94.610001,95.269997,90.165329,19566300,89.58799,0.006423703200419517
2014-07-14,95.699997,96.059998,95.540001,95.839996,90.70476500000001,19579000,90.165329,0.005964917555001392
2014-07-15,95.989998,96.129997,94.83000200000001,95.510002,90.39245600000001,39467500,90.70476500000001,-0.0034490789851053805
2014-07-16,96.199997,96.300003,95.790001,95.889999,90.75209,22052600,90.39245600000001,0.00397069059435573
2014-07-17,95.629997,95.970001,94.32,94.620003,89.550148,43111500,90.75209,-0.013332721969457673
2014-07-18,95.110001,96.16999799999999,95.0,96.120003,90.96979499999999,36682200,89.550148,0.015728747127930376
2014-07-21,95.91999799999999,96.160004,95.550003,96.0,90.856224,29750700,90.96979499999999,-0.0012492273151476496
2014-07-22,96.449997,96.760002,96.349998,96.610001,91.43351700000001,25770400,90.856224,0.006333816996852093
2014-07-23,96.949997,97.339996,96.769997,97.230003,92.020317,28947500,91.43351700000001,0.006397271601696453
2014-07-24,97.400002,97.510002,96.980003,97.120003,91.916191,24707200,92.020317,-0.001132195149893711
2014-07-25,96.620003,96.870003,96.230003,96.739998,91.556549,29898900,91.916191,-0.003920391232238529
2014-07-28,96.839996,97.019997,96.019997,96.769997,91.58496099999999,25603400,91.556549,0.0003102737356259766
2014-07-29,96.980003,97.199997,96.519997,96.599998,91.424049,27022200,91.58496099999999,-0.0017585149656476062
2014-07-30,97.139999,97.32,96.599998,96.980003,91.783691,35348500,91.424049,0.003926061878814835
2014-07-31,96.18,96.339996,94.879997,95.019997,89.92873399999999,50047900,91.783691,-0.02041711167992233
2014-08-01,94.82,95.339996,94.040001,94.66999799999999,89.597481,60708000,89.92873399999999,-0.0036903064650122275
2014-08-04,94.870003,95.690002,94.519997,95.32,90.21264599999999,33230500,89.597481,0.006842411051682262
2014-08-05,94.940002,95.209999,94.150002,94.589996,89.521744,50331100,90.21264599999999,-0.007688071304103872
2014-08-06,94.0,95.110001,93.91999799999999,94.519997,89.455513,34431900,89.521744,-0.0007401052416753373
2014-08-07,94.959999,95.139999,93.889999,94.220001,89.171593,33274700,89.455513,-0.0031789155123655988
2014-08-08,94.370003,95.010002,93.970001,94.900002,89.815147,40236900,89.171593,0.007191111177180964
2014-08-11,95.269997,95.760002,95.199997,95.459999,90.345139,28277500,89.815147,0.005883577792176631
2014-08-12,95.360001,95.66999799999999,94.93,95.41999799999999,90.307281,28152300,90.345139,-0.0004191253076397672
2014-08-13,95.809998,96.470001,95.760002,96.43,91.26316800000001,27996500,90.307281,0.01052920049903161
2014-08-14,96.559998,96.949997,96.43,96.93,91.73638199999999,25006600,91.26316800000001,0.005171761949784859
2014-08-15,97.489998,97.629997,96.480003,97.400002,92.18118299999999,55205500,91.73638199999999,0.004836969946004466
2014-08-18,97.910004,98.239998,97.769997,98.150002,92.890999,38938300,92.18118299999999,0.0076707312011699
2014-08-19,98.379997,98.760002,98.32,98.699997,93.411552,21363400,92.890999,0.005588268672543251
2014-08-20,98.620003,98.900002,98.529999,98.699997,93.411552,23435600,93.411552,0.0
2014-08-21,98.75,98.949997,98.599998,98.900002,93.600838,19339500,93.411552,0.0020243157647348298
2014-08-22,98.940002,99.25,98.720001,99.050003,93.742767,24692000,93.600838,0.001515173439230466
2014-08-25,99.519997,99.68,99.160004,99.400002,94.07403599999999,24124700,93.742767,0.0035275794096101265
2014-08-26,99.550003,99.610001,99.269997,99.5,94.168671,20100400,94.07403599999999,0.0010054573638544895
2014-08-27,99.529999,99.639999,99.309998,99.519997,94.187607,15589100,94.168671,0.00020106577030354345
2014-08-28,99.18,99.529999,99.08000200000001,99.410004,94.083504,23563900,94.187607,-0.0011058840632180988
2014-08-29,99.629997,99.910004,99.269997,99.779999,94.43366999999999,17906300,94.083504,0.0037149549326125353
2014-09-02,100.019997,100.099998,99.660004,100.07,94.708138,18326800,94.43366999999999,0.002902247742652797
2014-09-03,100.339996,100.339996,99.300003,99.480003,94.14975,25950700,94.708138,-0.005913331267559663
2014-09-04,99.709999,100.220001,99.139999,99.389999,94.064575,24663500,94.14975,-0.0009050852618619487
2014-09-05,99.540001,99.949997,99.029999,99.889999,94.53778100000001,30798200,94.064575,0.00501803904264797
2014-09-08,99.91999799999999,100.33000200000001,99.620003,100.08000200000001,94.71759,25571300,94.53778100000001,0.0019001738566508664
2014-09-09,100.089996,100.459999,99.059998,99.25,93.932076,36449200,94.71759,-0.00832780207266115
2014-09-10,99.379997,100.110001,99.099998,100.07,94.708138,31080100,93.932076,0.008228005702783925
2014-09-11,99.639999,100.040001,99.239998,99.989998,94.632439,28691900,94.708138,-0.0007996067745512647
2014-09-12,99.900002,99.93,99.16999799999999,99.480003,94.14975,30444400,94.632439,-0.005113724493008398
2014-09-15,99.589996,99.599998,98.220001,98.519997,93.241173,32972200,94.14975,-0.009697205236403938
2014-09-16,98.150002,99.57,98.050003,99.379997,94.055084,38166900,93.241173,0.00869121611304724
2014-09-17,99.360001,100.0,98.93,99.529999,94.19709,37196500,94.055084,0.0015086787463625129
2014-09-18,99.839996,100.290001,99.730003,100.279999,94.906876,30196700,94.19709,0.007506868821733015
2014-09-19,100.459999,100.559998,99.58000200000001,99.980003,94.848061,46918000,94.906876,-0.0006199048395085782
2014-09-22,99.739998,99.75,98.620003,99.050003,93.96579,48658000,94.848061,-0.009345473508687085
2014-09-23,98.650002,99.220001,98.58000200000001,98.779999,93.709663,33989600,93.96579,-0.002729468930731116
2014-09-24,98.879997,99.889999,98.540001,99.839996,94.715248,35959000,93.709663,0.010673690030055027
2014-09-25,99.519997,99.650002,97.699997,97.739998,92.723038,68642500,94.715248,-0.021258037148623288
2014-09-26,98.059998,98.959999,97.889999,98.779999,93.709663,56106200,92.723038,0.01058434711856826
2014-09-29,97.800003,98.91999799999999,97.75,98.650002,93.586342,33342700,93.709663,-0.001316856895276608
2014-09-30,98.91999799999999,99.300003,98.32,98.790001,93.71914699999999,41834300,93.586342,0.001418057986059651
2014-10-01,98.510002,98.610001,96.900002,97.209999,92.22024499999999,58164900,93.71914699999999,-0.01612282855345004
2014-10-02,97.16999799999999,97.510002,95.970001,97.209999,92.22024499999999,54501300,92.22024499999999,0.0
2014-10-03,97.779999,98.57,97.440002,98.16999799999999,93.130974,41627800,92.22024499999999,0.009827141512196214
2014-10-06,98.480003,98.720001,97.660004,97.959999,92.93175500000001,36038700,93.130974,-0.0021414184044283857
2014-10-07,97.5,97.779999,96.559998,96.57,91.613106,45154000,92.93175500000001,-0.01429106652538259
2014-10-08,96.620003,98.760002,96.059998,98.449997,93.396591,64931600,91.613106,0.01928050559142047
2014-10-09,98.32,98.57,96.709999,96.860001,91.888199,62497100,93.396591,-0.016282235839804926
2014-10-10,96.290001,96.83000200000001,94.41999799999999,94.440002,89.592422,77579400,91.888199,-0.02530186928826872
2014-10-13,94.269997,94.989998,92.879997,92.959999,88.1884,80835900,89.592422,-0.015795305422333428
2014-10-14,93.540001,94.16999799999999,92.709999,92.970001,88.197884,71814500,88.1884,0.00010753670630236911
2014-10-15,91.57,92.760002,90.239998,92.370003,87.628677,108847800,88.197884,-0.006474664410789366
2014-10-16,90.41999799999999,92.58000200000001,90.389999,91.790001,87.078468,93165800,87.628677,-0.006298664190791392
2014-10-17,93.0,93.889999,92.459999,93.0,88.226341,69546700,87.078468,0.01309592602545262
2014-10-20,92.989998,94.470001,92.800003,94.389999,89.54499100000001,41479300,88.226341,0.014835622491447431
2014-10-21,95.559998,96.870003,95.32,96.870003,91.897697,53609800,89.54499100000001,0.02593477748940476
2014-10-22,97.16999799999999,97.300003,96.309998,96.370003,91.423363,39178000,91.897697,-0.00517491071176579
2014-10-23,97.339996,98.360001,97.16999799999999,97.82,92.79892,48123800,91.423363,0.014933943305186936
2014-10-24,98.029999,98.690002,97.639999,98.620003,93.557869,43157600,92.79892,0.00814516283547917
2014-10-27,98.43,98.870003,98.019997,98.690002,93.62428299999999,29545700,93.557869,0.0007096189682327392
2014-10-28,99.150002,100.199997,99.08000200000001,100.18,95.037796,34495100,93.62428299999999,0.014984881512636328
2014-10-29,99.849998,100.120003,99.099998,99.809998,94.68678299999999,40552800,95.037796,-0.0037002417119564868
2014-10-30,99.360001,100.260002,99.139999,100.019997,94.88601700000001,35935800,94.68678299999999,0.0021019267885789006
2014-10-31,101.68,101.75,101.07,101.400002,96.195175,54254100,94.88601700000001,0.013702850302284908
2014-11-03,101.58000200000001,101.970001,101.43,101.699997,96.47976700000001,33481000,96.195175,0.0029541174790130853
2014-11-04,101.379997,101.620003,100.66999799999999,101.360001,96.15724200000001,22773300,96.47976700000001,-0.0033485289564811893
2014-11-05,102.029999,102.029999,101.019997,101.370003,96.16671,25818600,96.15724200000001,9.845887534254416e-05
2014-11-06,101.360001,101.720001,100.91999799999999,101.690002,96.47030600000001,24671900,96.16671,0.0031520032614631432
2014-11-07,101.870003,101.910004,101.07,101.599998,96.384918,20931700,96.47030600000001,-0.0008855140535848349
2014-11-10,101.650002,102.089996,101.379997,101.959999,96.726433,20360000,96.384918,0.0035369785801506737
2014-11-11,101.980003,102.279999,101.699997,102.279999,97.030006,15454000,96.726433,0.0031335551991933386
2014-11-12,101.870003,102.57,101.870003,102.459999,97.20076800000001,22050300,97.030006,0.0017583417959956549
2014-11-13,102.650002,103.279999,102.41999799999999,102.900002,97.618172,28027800,97.20076800000001,0.004285051942957807
2014-11-14,102.870003,103.220001,102.529999,103.220001,97.921761,19251300,97.618172,0.003105138058227652
2014-11-17,102.980003,103.209999,102.41999799999999,102.910004,97.62767,23361600,97.921761,-0.003007845333217851
2014-11-18,103.0,103.82,102.989998,103.68,98.35813900000001,26336800,97.62767,0.007454339538484511
2014-11-19,103.57,103.57,102.730003,103.209999,97.91226999999999,23760200,98.35813900000001,-0.004543423221730514
2014-11-20,102.769997,103.760002,102.690002,103.66999799999999,98.348663,22874000,97.91226999999999,0.0044470767821467305
2014-11-21,104.589996,104.690002,103.540001,103.870003,98.53840600000001,34049100,98.348663,0.001927430376253092
2014-11-24,104.150002,104.730003,104.059998,104.68,99.306816,17928300,98.53840600000001,0.007767828365992102
2014-11-25,104.839996,105.150002,104.57,104.839996,99.458611,17526000,99.306816,0.0015273785969833753
2014-11-26,104.940002,105.58000200000001,104.83000200000001,105.519997,100.103706,18973800,99.458611,0.006465120837020777
2014-11-28,105.800003,106.25,105.730003,106.010002,100.568558,17360400,100.103706,0.0046329554688799846
2014-12-01,105.720001,105.91999799999999,104.41999799999999,104.809998,99.430145,35969500,100.568558,-0.011384326778444809
2014-12-02,104.91999799999999,105.41999799999999,104.699997,105.230003,99.828583,26031300,99.430145,0.0039992078142754295
2014-12-03,105.389999,105.57,104.760002,105.41999799999999,100.008827,32974300,99.828583,0.0018039069749491432
2014-12-04,105.32,105.779999,104.93,105.370003,99.961403,31008800,100.008827,-0.00047431061002534136
2014-12-05,105.540001,105.699997,105.150002,105.379997,99.970863,25622200,99.961403,9.463204910620249e-05
2014-12-08,105.110001,105.57,104.08000200000001,104.629997,99.259361,32685800,99.970863,-0.007142541031557315
2014-12-09,103.410004,105.040001,103.040001,104.959999,99.572449,46035100,99.259361,0.003149277359249858
2014-12-10,104.769997,105.029999,103.120003,103.309998,98.007149,39330100,99.572449,-0.01584508486978109
2014-12-11,103.610001,105.040001,103.589996,103.800003,98.472,47576000,98.007149,0.004731818818477507
2014-12-12,102.809998,103.989998,102.660004,102.66999799999999,97.399986,46889400,98.472,-0.01094617689668187
2014-12-15,103.199997,103.58000200000001,101.32,101.610001,96.394402,52968400,97.399986,-0.01037793752039029
2014-12-16,100.970001,102.470001,99.959999,99.980003,94.848061,65348600,96.394402,-0.01617187602328407
2014-12-17,100.050003,102.089996,99.91999799999999,101.800003,96.57465400000001,79715300,94.848061,0.01804007247054873
2014-12-18,103.260002,104.260002,102.980003,104.25,98.898888,49840900,96.57465400000001,0.023781669046783804
2014-12-19,103.970001,104.739998,103.709999,104.32,99.33403,51419900,98.898888,0.0043902163505489256
2014-12-22,104.150002,104.610001,104.099998,104.58000200000001,99.581627,33869200,99.33403,0.002489468467256728
2014-12-23,104.959999,104.970001,104.089996,104.209999,99.229294,30156900,99.581627,-0.003544406585771931
2014-12-24,104.339996,104.699997,104.269997,104.300003,99.315002,14291300,99.229294,0.0008633640658599617
2014-12-26,104.599998,105.260002,104.57,105.040001,100.019646,13924300,99.315002,0.007069989509488117
2014-12-29,104.940002,105.25,104.879997,105.019997,100.00056500000001,17073800,100.019646,-0.00019079072022165633
2014-12-30,104.720001,104.959999,104.18,104.32,99.33403,18604000,100.00056500000001,-0.00668762473661122
2014-12-31,104.5,104.910004,103.099998,103.25,98.315186,24367100,99.33403,-0.010309709747642337
2015-01-02,103.760002,104.199997,102.440002,102.940002,98.020012,31314600,98.315186,-0.003006839582488041
2015-01-05,102.489998,102.610001,101.139999,101.43,96.582184,36521300,98.020012,-0.014777368338161345
2015-01-06,101.58000200000001,101.75,99.620003,100.07,95.287178,66205500,96.582184,-0.013499035505560641
2015-01-07,100.730003,101.599998,100.489998,101.360001,96.515526,37577400,95.287178,0.01280862853338327
2015-01-08,102.220001,103.5,102.110001,103.300003,98.36279300000001,40212600,96.515526,0.018958726039095986
2015-01-09,103.620003,103.650002,102.019997,102.620003,97.71530899999999,41410100,98.36279300000001,-0.006604371899520345
2015-01-12,102.82,102.93,101.290001,101.550003,96.696449,34129800,97.71530899999999,-0.010481560769702192
2015-01-13,102.540001,103.620003,100.699997,101.519997,96.66787,56162300,96.696449,-0.00029559745413099137
2015-01-14,100.5,101.480003,100.07,100.959999,96.134644,51354200,96.66787,-0.005531332019161894
2015-01-15,101.43,101.589996,99.529999,99.650002,94.88723,51005400,96.134644,-0.013060616627696753
2015-01-16,99.519997,100.949997,99.360001,100.82,96.00131999999999,35362200,94.88723,0.011672807509371275
2015-01-20,101.43,101.879997,100.290001,101.620003,96.763077,30964100,96.00131999999999,0.007903544193616163
