Date,DIA,SPY,QQQ,DIA_RNN_Pred,SPY_RNN_Pred,QQQ_RNN_Pred,Risk_free
2011-01-03,,,,,,,0.12
2011-01-04,0.001973038763996016,-0.0005512139196719447,-0.0007236621900030826,,,,0.135
2011-01-05,0.0034239331476069172,0.005183997676390106,0.008467608351415024,,,,0.135
2011-01-06,-0.0022246087528019487,-0.0019603791281124217,0.003224383159547539,,,,0.14
2011-01-07,-0.0017996596412030996,-0.0019644477359417323,-0.0008946634634767748,,,,0.135
2011-01-10,-0.0031788136156221114,-0.0012591708123359526,0.00375180671744646,,,,0.135
2011-01-11,0.003007471264493411,0.00353761738301106,0.0014254671447453404,,,,0.145
2011-01-12,0.007266638395639902,0.008984093824943251,0.00709695627829543,,,,0.145
2011-01-13,-0.001705209343758618,-0.0016345498822811775,0.00035363433701496305,,,,0.14
2011-01-14,0.004172221487837469,0.007218356074680798,0.007395799057133613,,,,0.145
2011-01-18,0.00457789583307644,0.0017000944503067215,0.002803142046297502,,,,0.145
2011-01-19,-0.0005924904974472511,-0.009853839709131227,-0.011436760089318376,,,,0.155
2011-01-20,-0.00033866958389427987,-0.0013264954590734845,-0.007103629735115913,,,,0.155
2011-01-21,0.004094573092215725,0.002261884643217193,-0.007693138752142836,,,,0.15
2011-01-24,0.009242651387251222,0.005670467277142599,0.01373452643536188,,,,0.15
2011-01-25,-0.0005856506116517224,0.0005420154719537607,0.0014160526354212164,,,,0.15
2011-01-26,0.0010041301375007805,0.003863543323904928,0.005293045178429878,,,,0.155
2011-01-27,0.00025032536099800495,0.0024647605859646764,0.006139692218872561,,,,0.14
2011-01-28,-0.013632704254837869,-0.017617280532424395,-0.025685363922284044,,,,0.135
2011-01-31,0.004902077979101804,0.007488384758693733,0.00483313422490106,,,,0.145
2011-02-01,0.012485229346189008,0.015881761916550552,0.018576254046881683,,,,0.15
2011-02-02,8.3476850656794e-05,-0.0019137132061386453,-0.0015787854018123324,,,,0.15
2011-02-03,0.002245337921493729,0.0022197321082204624,0.0017543506398207676,,,,0.145
2011-02-04,0.0026548051764585523,0.002825238170880873,0.0055919991128452464,,,,0.145
2011-02-07,0.005453575259212862,0.006232576823042457,0.004694691498724257,,,,0.14
2011-02-08,0.006489102723652884,0.0045364586314908814,0.0065694852010191864,,,,0.145
2011-02-09,0.0011453541467094652,-0.002265479251243541,-0.0017247160669784376,,,,0.13
2011-02-10,-0.0008998273426295,0.0003780078015855892,0.0015527316808063851,,,,0.11
2011-02-11,0.003921092135835913,0.0059525122039580936,0.007212674380742355,,,,0.11
2011-02-14,-0.00032640807052874976,0.0024010675564056787,0.0023927793458127233,,,,0.11
2011-02-15,-0.003349065211021518,-0.003152591802624727,-0.0013667467133333664,,,,0.125
2011-02-16,0.005548944643642528,0.006295618070184972,0.006474959289334503,,,,0.11
2011-02-17,0.002276392873121757,0.0029837092327786863,-0.0003396682168230747,,,,0.09
2011-02-18,0.006004958175228836,0.0020835727072014976,-0.0022110355588247366,,,,0.09
2011-02-22,-0.013932100611037336,-0.02027404493308982,-0.02937338156227653,,,,0.1
2011-02-23,-0.00856806432329993,-0.0061631487353981385,-0.00827572531051013,,,,0.115
2011-02-24,-0.0035648908993124455,-0.000687343289694553,0.005290381761629881,,,,0.12
2011-02-25,0.005961472374169219,0.010636089542537695,0.013798261769401243,,,,0.125
2011-02-28,0.008302966545175039,0.0061775160412187455,0.0020792234692477147,,,,0.135
2011-03-01,-0.014679481219038946,-0.01681360558375644,-0.016229377768027575,,,,0.13
2011-03-02,0.0006641782279741548,0.0021363405371825905,0.005264040865203601,,,,0.12
2011-03-03,0.015732877395143063,0.01707753996850236,0.019583021509698373,,,,0.125
2011-03-04,-0.007300291056148822,-0.007520210225961498,-0.0051615417889672175,,,,0.11
2011-03-07,-0.006276274376976865,-0.007881962540628784,-0.013546769496112887,,,,0.1
2011-03-08,0.010548161067749362,0.008711783706198517,0.004013618806866681,,,,0.105
2011-03-09,0.00016388560216906709,-0.0014342227796007025,-0.006815133818429686,,,,0.095
2011-03-10,-0.018863929894305187,-0.018679026668271703,-0.015728823558622818,,,,0.065
2011-03-11,0.0057464353340899174,0.006902153754777096,0.0062150558529752145,,,,0.07
2011-03-14,-0.004744463806706456,-0.00605589512933058,-0.003546754448891853,,,,0.075
2011-03-15,-0.011918957744111223,-0.011523578793656952,-0.014314365792769125,,,,0.095
2011-03-16,-0.019353388104336844,-0.01868623764518951,-0.024444415363461758,,,,0.085
2011-03-17,0.013085536994946523,0.013148434979613377,0.009190985539760721,,,,0.07
2011-03-18,0.006837935669537386,0.0036305114165449135,-0.002256366743789595,,,,0.065
2011-03-21,0.015104908166283515,0.015379061103452331,0.019100162848853408,,,,0.07
2011-03-22,-0.0012499468220621426,-0.003474544763958143,-0.0018032899373534585,,,,0.09
2011-03-23,0.005902905572537698,0.002857621027255064,0.005579868315377379,,,,0.085
2011-03-24,0.0068572284950843,0.009517739318122942,0.01761469378104019,,,,0.08
2011-03-25,0.0041078532217770905,0.003051680908166432,0.0024661338143907585,,,,0.08
2011-03-28,-0.0016411676442169565,-0.002440599251287701,-0.005469003598748135,,,,0.08
2011-03-29,0.006140633134259943,0.006696202735674285,0.009682458639320934,,,,0.095
2011-03-30,0.005698456996467094,0.006877458384884072,0.0047187007414613005,,,,0.095
2011-03-31,-0.0015436632407306305,-0.0013566584594881805,0.0013942224416880755,,,,0.09
2011-04-01,0.0035697243570007586,0.004214757340853304,0.0005221338937930753,,,,0.055
2011-04-04,0.0024268655478572048,0.000825733769124426,-0.003311948658956787,,,,0.035
2011-04-05,-0.0008886187727217275,-0.00014987888779494085,-0.0026226979065469003,,,,0.065
2011-04-06,0.004196118703703178,0.003147326548075036,0.002447849881860531,,,,0.05
2011-04-07,-0.0020954047522971924,-0.0025471808480341807,-0.0006986013112455502,,,,0.035
