Date,Open,High,Low,Close,Adj Close,Volume
2010-12-01,111.680000,112.900002,111.589996,112.669998,90.286232,7312300
2010-12-02,112.769997,113.870003,112.750000,113.739998,91.143661,6146200
2010-12-03,113.339996,114.019997,113.309998,113.940002,91.303925,4550500
2010-12-06,113.779999,114.050003,113.629997,113.739998,91.143661,6181100
2010-12-07,114.620003,114.709999,113.669998,113.730003,91.135635,7617300
2010-12-08,113.699997,114.080002,113.449997,113.889999,91.263847,6518700
2010-12-09,114.349998,114.389999,113.510002,113.919998,91.287903,5237500
2010-12-10,114.099998,114.339996,113.769997,114.290001,91.584389,8294000
2010-12-13,114.669998,115.029999,114.430000,114.489998,91.744659,4756900
2010-12-14,114.629997,115.379997,114.589996,115.010002,92.161339,5212500
2010-12-15,114.910004,115.440002,114.680000,114.889999,92.065208,5851100
2010-12-16,114.989998,115.389999,114.419998,115.239998,92.345673,8109500
2010-12-17,114.930000,114.989998,114.480003,114.949997,92.323997,4621200
2010-12-20,115.139999,115.150002,114.379997,114.750000,92.163368,6742100
2010-12-21,115.110001,115.459999,114.989998,115.309998,92.613159,4783100
2010-12-22,115.349998,115.660004,115.250000,115.580002,92.829948,3487300
2010-12-23,115.510002,115.790001,115.400002,115.730003,92.950447,3578800
2010-12-27,115.360001,115.639999,115.150002,115.540001,92.797844,4138600
2010-12-28,115.769997,115.879997,115.339996,115.790001,92.998627,4738400
2010-12-29,115.709999,115.980003,115.620003,115.650002,93.085548,6621900
2010-12-30,115.529999,115.709999,115.260002,115.449997,92.924591,6599100
2010-12-31,115.320000,115.730003,115.040001,115.629997,93.069496,3725200
2011-01-03,116.410004,116.860001,116.360001,116.410004,93.697350,9108900
2011-01-04,116.709999,116.730003,116.110001,116.639999,93.882401,9775600
2011-01-05,116.459999,117.190002,116.300003,117.040001,94.204399,7567800
2011-01-06,117.139999,117.190002,116.500000,116.779999,93.995064,7161600
2011-01-07,116.910004,117.099998,115.820000,116.570000,93.826057,9249800
2011-01-10,116.160004,116.339996,115.559998,116.199997,93.528275,6166700
2011-01-11,116.629997,116.860001,116.169998,116.550003,93.809982,5122600
2011-01-12,117.150002,117.650002,117.010002,117.400002,94.494148,5255800
2011-01-13,117.370003,117.379997,116.820000,117.199997,94.333153,6056800
2011-01-14,116.879997,117.769997,116.809998,117.690002,94.727554,5885800
2011-01-18,117.760002,118.430000,117.739998,118.230003,95.162201,4665700
2011-01-19,118.349998,118.489998,117.860001,118.160004,95.105835,9080300
2011-01-20,117.839996,118.339996,117.330002,118.120003,95.073631,10935600
2011-01-21,118.709999,118.800003,117.970001,118.459999,95.463715,9663000
2011-01-24,118.360001,119.580002,118.339996,119.559998,96.350143,12299400
