,SPY,DIA,QQQ
Mean,0.0005443915462575353,0.0004971633173297396,0.0006659311972965383
STD,0.009592380224583598,0.008863504918702197,0.010523429165161868
Skew,-0.5687755955588355,-0.5178219243492205,-0.40483657020620645
Fisher_Kurtosis,5.2383047250165955,4.3714686346964395,3.1772683631629652
Pearson_Kurtosis,8.238304725016595,7.3714686346964395,6.177268363162965
Jarque-Bera_p_value,0.0,0.0,0.0
ADF_p_value,6.154751519527218e-30,8.64950751585637e-30,7.087245217111216e-19
